0,58,34.80
604,57,34.37
1209,57,34.37
1814,57,34.37
2419,57,34.37
3024,57,34.80
3630,58,34.80
4234,57,34.80
4839,58,34.80
5444,57,34.80
6049,57,34.78
6654,58,34.80
7260,58,34.80
7865,57,34.78
8470,58,34.80
9075,58,34.78
9680,58,34.80
10285,58,34.80
10890,57,34.80
11495,58,34.80
12100,58,34.80
12705,58,34.80
13310,58,34.80
13916,58,34.47
14521,59,34.80
15126,58,34.78
15731,58,34.80
16336,58,34.80
16942,58,34.80
