0,328,58.55
606,328,58.14
1212,328,58.14
1818,329,58.04
2424,329,58.14
3032,328,58.14
3638,328,58.02
4244,328,58.14
4851,328,58.14
5457,328,58.55
6064,329,58.04
6670,328,58.14
7277,328,58.14
7883,328,58.04
8489,328,58.14
9097,328,58.14
9703,329,58.14
10309,329,58.05
10915,328,58.14
11523,329,58.14
12129,329,58.04
12735,328,58.14
13342,329,58.14
13948,328,58.02
14555,328,58.14
15162,329,58.14
15768,328,58.04
16374,329,58.16
16982,329,58.14
17588,328,58.04
18194,329,58.14
18801,328,58.14
19407,329,58.46
20014,328,58.14
20621,329,58.14
21227,329,58.04
21833,328,58.14
22440,329,58.14
23047,329,58.04
23653,329,58.14
24260,329,58.14
24866,329,58.04
25473,329,58.12
26080,328,58.14
26686,329,58.04
27292,328,58.55
27899,329,58.12
28506,329,58.04
29112,330,58.14
29719,328,58.14
30325,328,58.02
30931,329,58.14
31539,329,58.14
32145,329,58.04
32751,329,58.14
-32178,329,58.16
-31571,330,58.04
-30965,330,58.14
-30358,330,58.14
-29606,329,58.12
