22123,361,117.56
22733,361,118.03
23343,361,117.99
23953,362,117.72
24563,362,118.03
25174,360,118.04
25784,361,117.55
26393,362,117.22
27003,358,117.65
27614,362,117.19
28224,361,117.13
28834,361,117.56
29444,360,117.67
30054,360,117.55
30664,360,117.56
31275,361,117.55
31884,361,118.04
32494,360,117.65
-32432,361,117.56
-31821,361,117.55
-31211,361,117.56
-30602,360,117.65
-29991,360,117.55
-29381,361,117.53
-28771,361,117.97
-28160,361,117.99
-27551,361,117.65
-26941,360,117.56
-26331,360,117.99
-25720,360,117.96
-25110,363,114.00
-24501,362,103.98
-23891,362,104.51
-23282,363,115.20
-22672,363,115.09
-22063,362,115.42
-21452,363,122.04
-20842,363,116.16
-20232,363,118.51
-19621,364,119.84
-19011,363,115.09
-18402,363,121.40
-17791,364,122.45
-17181,364,119.64
-16571,362,112.80
-15961,362,113.10
-15351,362,122.90
-14741,361,122.88
-14130,362,122.47
-13519,362,122.90
-12909,362,122.88
-12299,363,122.47
-11688,363,122.88
-11078,363,122.90
-10468,362,122.95
-9858,362,123.70
-9247,362,122.90
-8637,362,122.97
-8027,362,122.45
-7416,363,122.93
-6806,362,121.63
-6196,362,122.06
-5585,362,122.91
-4975,363,122.06
-4365,362,122.47
-3754,362,123.36
-3143,362,122.06
-2533,361,122.90
-1923,363,122.49
-1312,362,122.52
-702,362,122.90
-92,362,122.95
519,362,122.49
1129,363,122.95
1739,362,122.52
