-11852,350,77.84
-11245,350,77.84
-10637,351,77.84
-10030,351,77.76
-9421,351,77.84
-8814,355,81.34
-8206,354,83.26
-7599,354,83.01
-6990,354,82.78
-6382,354,83.25
-5774,354,83.02
-5167,354,83.25
-4558,354,83.57
-3950,353,83.26
-3343,353,83.38
-2735,353,83.07
-2126,353,82.97
-1518,353,82.95
-911,353,83.07
-303,353,82.95
306,352,82.97
913,352,83.49
1521,353,82.97
2129,353,82.95
2738,353,82.97
3345,353,83.07
3953,354,82.95
4561,353,83.33
5169,353,83.43
5777,353,82.90
6385,353,83.31
6993,352,82.90
7601,353,83.42
8209,353,82.92
8817,353,82.92
