9105,342,67.95
9712,342,67.95
10319,343,67.95
10927,342,67.95
11533,342,67.95
12140,343,67.97
12747,342,68.05
13355,345,67.95
13962,346,70.06
14569,348,72.56
15176,349,74.14
15783,349,74.31
16392,348,72.65
16999,349,73.23
17606,348,74.33
18213,348,73.57
18822,348,74.43
19429,349,72.80
20036,348,72.87
20643,347,72.77
21251,347,72.87
21859,347,72.87
22466,347,72.87
23073,347,72.87
23681,347,72.75
24288,347,72.87
24895,347,72.87
25503,347,73.25
28291,347,72.87
28898,348,72.78
29505,347,72.87
30404,348,72.77
31011,347,72.87
