32165,358,208.44
-32755,358,208.44
-32140,358,208.34
-31524,357,207.91
-30909,360,189.13
-30295,358,187.81
-29680,359,212.56
-29065,359,211.79
-28449,360,212.47
-27834,359,212.88
-27217,358,214.24
-26602,359,190.52
-25988,360,188.20
-25373,358,192.51
-24759,358,1201.89
-24085,358,1202.09
-23411,358,1201.96
-22737,357,1201.92
-22064,358,1202.04
-21390,358,1201.96
-20716,358,1201.96
-20042,358,1201.94
-19368,357,1202.08
-18695,358,1201.91
-18022,358,1202.03
-17348,358,1202.01
-16674,358,1201.89
-16000,358,1202.06
-15327,358,1202.09
-14653,358,1202.09
