25635,357,194.02
26250,359,192.65
26864,360,190.98
27479,359,197.91
28093,358,190.14
28707,359,189.49
29322,359,192.58
29936,360,193.28
30551,359,197.00
31166,358,196.88
31780,358,196.59
32395,358,197.59
-32526,357,198.46
-31911,358,196.92
-31297,358,197.21
-30682,357,198.34
-30067,358,199.97
-29452,357,1202.09
-28778,358,199.25
-28164,358,198.70
-27549,357,199.25
-26934,358,199.13
-26319,357,199.27
-25704,358,198.27
-25090,358,198.82
-24474,358,198.80
-23860,358,198.29
-23244,358,199.71
-22630,357,199.18
-22014,358,199.28
-21400,357,198.32
-20786,358,199.28
