22347,359,177.35
22961,359,176.85
23574,359,176.94
30164,360,177.69
30778,361,168.53
31390,361,169.12
32004,361,169.97
32617,362,181.69
-32306,361,182.34
-31691,362,181.76
-31078,361,183.13
-30463,361,171.07
-29850,359,183.01
-29237,360,183.97
-28622,360,183.90
-28009,359,182.75
-27395,359,182.65
-26780,359,183.16
-26167,359,183.02
-25552,360,182.72
-24939,359,183.92
-24325,360,183.49
-23711,359,182.34
-23097,360,160.73
-22484,359,183.02
-21870,360,183.54
-21257,359,182.58
-20642,360,183.14
-19584,360,183.04
-18971,360,183.14
-18357,360,183.02
