-17742,359,183.14
-17129,359,182.60
-16515,359,183.57
-15901,360,183.01
-15287,359,182.73
-14673,360,182.72
-14059,359,182.61
-13446,359,182.29
-12831,359,184.76
-12218,360,173.95
-11604,360,168.19
-10991,361,167.54
-10378,361,169.41
-9764,360,169.08
-9152,361,170.37
-8539,360,169.08
-7925,360,169.06
-7313,360,170.08
-6700,357,168.55
-6086,358,156.22
-5474,358,188.67
-4859,357,189.58
-4246,358,189.13
-3632,358,190.55
-3017,358,1202.16
-2343,358,1202.06
-1670,358,1202.08
-996,358,1202.01
-322,359,188.60
292,358,1202.08
965,358,190.83
1580,358,1202.30
2253,357,1202.11
2927,356,1202.03
3601,357,1202.09
4275,357,1202.04
