-26321,357,237.48
-25704,357,237.15
-25087,357,237.05
-24470,356,237.44
-23854,356,237.58
-23236,356,237.48
-22619,358,237.00
-22002,358,207.29
-21387,359,208.08
-20771,359,206.64
-20156,358,205.34
-19540,358,241.54
-18923,359,242.40
-18306,359,241.61
-17688,358,242.50
-17071,356,242.52
-16453,357,242.52
-15836,357,242.93
-15219,357,242.50
-14602,357,242.95
-13984,356,242.48
-13367,356,242.09
-12749,356,242.21
-12132,357,242.60
-11514,356,243.41
-10897,356,242.11
-10279,357,242.98
-9662,356,242.54
-9044,357,242.52
-8427,355,243.41
-7810,357,242.52
-7192,356,243.39
-6575,356,242.98
