2638,360,202.88
3254,359,203.72
3868,359,202.97
4484,359,203.31
5099,359,203.74
5713,360,202.95
6329,360,202.44
6944,359,202.52
7559,359,203.30
8174,358,202.42
8788,359,202.52
9404,359,202.42
10019,360,203.30
10634,361,202.99
11249,359,208.37
11865,360,192.94
12479,361,192.75
13093,360,206.97
13709,361,209.14
14324,360,210.57
14940,361,174.40
15553,361,207.41
16168,362,172.80
16782,361,207.34
17397,362,207.62
18013,362,206.31
18628,361,207.02
19244,361,206.95
19859,362,207.94
20474,361,206.97
21089,358,207.91
21704,358,208.36
22320,359,209.68
22935,359,208.34
23550,359,207.94
24166,359,209.26
24781,359,208.82
25397,359,208.82
26012,358,208.82
26628,359,209.26
27243,359,209.25
27859,359,208.36
28475,358,186.39
29088,358,208.44
29704,359,208.46
30319,358,208.89
30935,358,208.48
31550,359,208.89
