28385,358,167.83
28998,358,168.77
29611,358,168.40
30224,357,167.88
30837,358,167.88
31450,357,168.40
32063,358,169.58
32676,357,168.29
-32247,357,168.77
-31634,357,167.44
-31021,358,167.81
-30408,357,167.52
-29795,358,167.42
-29181,357,168.29
-28569,358,168.38
-27956,358,168.24
-27342,358,169.54
-26729,357,169.97
-26117,358,169.65
-25503,358,167.83
-24890,360,167.40
-24277,359,172.39
-23664,360,345.57
-23040,361,171.47
-22427,360,171.96
-21814,360,173.70
-21200,360,172.51
-20587,360,172.56
-19974,360,172.44
-19360,359,173.71
-18747,360,172.34
-18133,360,172.73
-17520,360,172.15
-16907,358,166.87
-16294,359,166.25
-15681,358,165.14
-15069,358,167.02
-14455,358,171.11
-13842,357,172.44
-13229,358,172.01
-12615,357,171.59
-12002,359,172.01
-11389,358,172.01
-10776,358,171.98
-10163,358,171.69
-9549,357,172.01
-8936,358,172.01
-8323,358,172.44
-7709,356,171.98
-7096,358,172.03
-6483,358,171.59
-5870,358,171.71
-5257,358,172.00
-4643,358,171.60
