9840,358,220.43
10456,358,219.21
11072,358,218.70
11688,358,219.69
12304,358,220.03
12920,359,1202.04
13594,359,220.03
14210,358,1201.97
14883,359,1202.09
15557,359,219.23
16174,359,219.14
16790,359,1201.96
17463,359,1201.99
18137,360,1202.15
18810,359,1202.04
19484,361,219.67
20101,362,223.89
20717,361,221.80
21334,362,223.17
21949,360,222.44
22565,360,223.29
23182,358,223.19
23798,360,222.28
24415,359,222.30
25030,360,222.40
25647,360,222.40
26263,361,222.73
26880,359,222.73
27496,360,222.30
28111,360,222.40
28728,360,222.71
29344,362,222.26
29961,361,222.30
30577,361,222.73
31193,360,222.40
31809,361,222.28
32425,361,223.17
-32494,360,223.17
-31878,361,223.17
-31262,361,222.83
-30646,361,223.24
