-4759,358,227.27
-4143,357,227.72
-3526,358,228.47
-2910,359,228.58
-2293,358,227.72
-1677,358,227.68
-1060,358,227.68
-444,358,227.73
173,357,228.15
790,356,228.16
1406,357,227.70
2023,357,227.72
2639,358,227.29
3256,356,227.31
3872,357,228.16
4489,357,228.18
5105,357,228.16
5722,357,228.18
6338,357,228.59
6955,357,227.29
7571,357,227.72
8187,356,227.72
8804,356,227.63
9420,356,228.59
10037,356,227.73
10653,356,228.58
11271,356,228.16
11887,355,227.29
12504,356,227.31
13120,355,227.73
13736,356,227.73
14353,356,228.16
14969,355,228.16
15586,355,227.72
16202,355,228.16
16819,355,227.29
17435,355,227.73
18053,355,227.29
18669,354,227.77
19286,354,228.20
19902,355,227.73
20518,353,227.75
21135,354,227.32
21751,355,227.75
22368,355,227.22
22984,354,227.31
23601,355,227.34
24217,355,227.32
24834,354,227.32
25451,354,227.34
26067,354,227.32
26684,354,227.34
27300,354,227.31
27917,354,227.36
28533,353,227.32
29150,353,227.36
29766,353,227.36
30383,354,227.79
30999,353,228.13
31616,354,227.37
32232,354,227.37
-32688,354,228.23
-32070,353,227.80
-31454,353,227.79
-30837,353,228.22
-30221,353,227.34
-29604,353,227.77
-28988,353,228.66
-28371,353,228.66
-27755,353,227.77
-27139,353,228.22
-26521,353,227.77
-25905,353,228.64
-25288,353,227.73
-24672,353,227.29
-24055,354,227.32
-23439,353,227.32
-22822,352,227.65
-22206,353,228.18
-21589,353,227.32
-20973,353,227.77
-20356,353,227.77
-19739,353,227.34
-19123,353,227.34
-18506,353,227.77
-17890,353,228.64
-17273,353,227.75
-16657,353,227.63
-16040,353,228.18
-15424,352,227.31
-14808,354,227.31
-14190,353,227.32
-13574,353,227.72
-12957,353,227.75
-12341,353,227.75
-11724,353,227.73
-11108,353,227.73
-10491,353,227.77
-9875,353,227.77
-9258,353,227.75
-8642,353,228.18
-8026,353,227.75
-7409,353,228.18
-6792,353,227.75
-6175,354,227.32
-5559,353,227.29
-4942,353,227.77
-4326,354,227.73
-3709,354,227.31
-3093,354,227.31
-2477,353,227.75
-1860,354,227.31
-1244,353,227.31
-627,354,228.18
-11,354,227.31
606,353,227.32
1222,354,227.29
1839,354,227.73
2455,353,227.32
3072,350,227.31
3688,357,227.31
4304,357,1201.91
4978,356,233.96
5595,357,231.89
6212,357,231.95
6829,357,232.67
7445,354,232.79
8062,355,233.22
11083,355,232.35
13252,355,232.79
13869,356,232.26
14485,356,232.38
15102,356,232.38
15719,357,232.26
16335,355,232.37
16953,356,233.22
17569,356,232.25
18186,356,232.79
