-14571,365,132.18
-13961,364,132.19
-13349,364,132.09
-12739,364,132.19
-12128,364,132.07
-11516,364,132.45
-10906,363,132.55
-10295,364,132.45
-9683,364,132.48
-9073,365,132.14
-8462,363,132.50
-7852,364,132.55
-7240,363,132.45
-6629,365,132.14
-6019,364,132.86
-5407,364,132.45
-4797,364,132.55
-4186,364,132.05
-3574,364,132.60
-2964,363,132.45
-2353,364,132.04
-1742,363,132.14
-1131,364,132.04
-521,364,132.14
346,364,132.04
956,365,126.19
1566,366,129.00
2178,366,130.01
2788,365,129.76
3399,366,129.09
4009,366,127.37
4620,365,129.38
5231,366,128.97
5841,366,129.24
6453,366,128.90
7063,366,133.43
7674,366,137.46
8285,365,136.55
8896,364,137.54
9507,364,137.54
10119,365,137.03
10730,364,137.42
11341,364,137.44
11953,365,137.44
12564,365,137.92
13175,364,137.90
13787,365,137.49
14398,364,137.06
15008,364,137.92
15620,364,137.94
16231,365,137.51
16842,364,137.61
17454,364,137.51
18065,364,137.49
18676,364,137.49
19288,365,137.49
