0,289,43.72
605,289,43.63
1210,289,43.63
1816,289,43.73
2421,290,43.63
3027,289,43.73
3633,289,43.61
4238,289,43.73
4844,288,43.61
5449,289,43.72
6055,290,43.61
6661,290,43.72
7267,289,43.61
7872,289,43.73
8478,289,43.61
9083,288,43.61
9690,289,43.72
10295,289,43.61
10901,289,43.73
11506,289,43.63
12112,289,43.73
12718,289,43.63
13324,289,43.72
13929,288,43.61
14535,289,43.72
15140,289,43.61
15747,289,43.72
16352,289,43.61
16958,288,43.73
17563,289,43.63
18169,289,43.73
18775,290,43.61
