-18733,361,107.36
-18122,362,107.82
-17513,362,107.39
-16904,362,107.24
-16294,361,107.05
-15685,361,108.42
-15075,363,111.35
-14466,363,111.49
-13855,362,112.45
-13246,363,111.97
-12636,362,112.01
-12026,363,112.74
-11416,363,112.47
-10807,362,112.71
-10196,362,112.78
-9587,363,112.69
-8977,363,112.80
-8368,362,112.21
-7758,362,112.32
-7148,363,111.80
-6539,362,112.73
-5928,362,112.64
-5319,362,112.37
-4709,363,112.74
-4100,363,112.64
-3489,362,112.37
-2880,363,112.26
-2271,362,112.37
-1660,362,112.28
-1051,361,112.38
-441,361,110.27
168,362,112.69
779,362,110.82
1388,362,111.87
1997,361,112.78
