-4030,358,171.60
-3417,358,171.60
-2803,358,171.60
-2191,358,171.59
-1577,358,172.08
-964,358,171.62
-351,358,171.59
263,358,171.57
875,359,172.03
1488,359,172.13
2102,358,171.59
2715,359,172.03
3329,359,171.59
3942,359,171.59
4554,359,172.00
5168,360,172.07
5781,361,171.60
6394,361,173.64
7008,360,178.50
7621,361,176.40
8235,361,177.25
8848,361,178.39
9462,360,177.86
10076,360,177.40
10689,361,176.85
11302,360,176.97
11916,359,177.40
12530,359,177.37
13144,359,177.42
13757,358,177.74
14370,359,177.42
14985,358,176.95
15598,359,176.95
16211,359,177.42
16825,359,176.85
17438,359,177.37
18052,360,177.42
18666,358,177.37
19279,358,177.42
19893,358,177.26
20506,358,177.42
21121,359,177.83
21734,360,177.83
