11953,354,247.11
12570,354,247.10
13188,355,247.47
13805,355,247.58
14424,354,247.56
15041,354,247.59
15659,354,247.47
16276,354,247.54
16894,356,247.11
17512,355,247.56
18129,357,249.79
18747,356,252.60
19365,356,251.45
19983,353,252.76
20601,356,253.05
21219,356,252.86
21837,356,252.26
22455,355,252.84
23073,353,251.86
23691,353,252.84
24309,353,252.29
24927,354,251.97
25545,353,251.88
26163,353,251.98
26781,353,251.88
27399,353,252.84
28017,353,252.28
28635,354,251.97
29253,353,251.86
29871,353,252.41
30489,353,252.74
31107,353,252.83
31725,354,252.67
32343,353,252.79
-32575,353,252.24
