0,111,23.98
604,111,23.98
1208,110,23.87
1812,110,23.98
2417,110,23.99
3021,110,23.87
3698,110,23.98
4302,111,23.87
4907,110,23.87
5511,110,23.98
6116,111,23.98
6720,111,23.87
7324,110,23.99
7929,110,23.99
8534,110,23.87
9138,110,23.99
9743,110,23.99
10347,110,23.87
10951,111,23.98
11556,111,23.87
12161,110,23.98
12766,111,23.98
13370,111,23.89
13974,110,23.99
14579,111,23.98
15183,110,23.87
15788,110,23.99
16393,111,23.98
16997,111,23.89
17602,110,23.98
18206,111,23.87
18810,110,23.98
19416,110,23.99
