time,angle,vel_pc,vel_pt,total_count
477814,45,-675,-907,-29
477878,0,-675,-1125,-30
477942,315,-675,-1196,-30
478016,270,-675,-969,-30
478082,225,-675,-1147,-30
478142,180,-675,-1308,-30
478209,135,-675,-1125,-30
478271,90,-675,-1196,-30
478345,45,-675,-907,-30
478409,0,-675,-1102,-31
478474,315,-675,-1171,-31
478548,270,-675,-953,-31
478612,225,-675,-1196,-31
478673,180,-675,-1308,-31
478740,135,-675,-1125,-31
478802,90,-675,-1222,-31
478876,45,-675,-907,-31
478941,0,-675,-1102,-32
479005,315,-675,-1171,-32
479079,270,-675,-953,-32
479143,225,-675,-1196,-32
479205,180,-675,-1308,-32
479271,135,-675,-1125,-32
479334,90,-675,-1196,-32
479407,45,-675,-937,-32
479471,0,-675,-1102,-33
479537,315,-675,-1147,-33
479609,270,-675,-969,-33
479675,225,-675,-1171,-33
479735,180,-675,-1308,-33
479803,135,-675,-1102,-33
479865,90,-675,-1171,-33
479938,45,-675,-953,-33
480003,0,-675,-1081,-34
480067,315,-675,-1171,-34
480141,270,-675,-953,-34
480205,225,-675,-1196,-34
480267,180,-675,-1278,-34
480334,135,-675,-1102,-34
480397,90,-675,-1171,-34
480468,45,-675,-953,-34
480533,0,-675,-1102,-35
480599,315,-675,-1125,-35
480672,270,-675,-969,-35
480736,225,-675,-1196,-35
480797,180,-675,-1308,-35
480865,135,-675,-1102,-35
480927,90,-675,-1196,-35
481000,45,-675,-937,-35
481064,0,-675,-1081,-36
481130,315,-675,-1147,-36
481203,270,-675,-969,-36
481267,225,-675,-1222,-36
481329,180,-675,-1308,-36
481395,135,-675,-1102,-36
481458,90,-675,-1196,-36
481530,45,-675,-937,-36
481595,0,-675,-1081,-37
481660,315,-675,-1147,-37
481733,270,-675,-969,-37
481798,225,-675,-1196,-37
481859,180,-675,-1278,-37
481927,135,-675,-1102,-37
481989,90,-675,-1222,-37
482062,45,-675,-937,-37
482126,0,-675,-1102,-38
482192,315,-675,-1147,-38
482265,270,-675,-969,-38
482328,225,-675,-1222,-38
482391,180,-675,-1250,-38
482458,135,-675,-1102,-38
482520,90,-675,-1222,-38
482592,45,-675,-937,-38
482658,0,-675,-1061,-39
482723,315,-675,-1171,-39
482796,270,-675,-969,-39
482860,225,-675,-1196,-39
482921,180,-675,-1278,-39
482989,135,-675,-1081,-39
483051,90,-675,-1222,-39
483124,45,-675,-953,-39
483188,0,-675,-1102,-40
483254,315,-675,-1147,-40
483326,270,-675,-969,-40
483391,225,-675,-1196,-40
483452,180,-675,-1278,-40
483520,135,-675,-1102,-40
483582,90,-675,-1222,-40
483654,45,-675,-969,-40
483721,0,-675,-1041,-41
483785,315,-675,-1171,-41
483858,270,-675,-969,-41
483922,225,-675,-1196,-41
483984,180,-675,-1278,-41
484050,135,-675,-1102,-41
484113,90,-675,-1196,-41
484186,45,-675,-953,-41
484250,0,-675,-1081,-42
484316,315,-675,-1147,-42
484388,270,-675,-969,-42
484453,225,-675,-1171,-42
484514,180,-675,-1308,-42
484581,135,-675,-1102,-42
484643,90,-675,-1222,-42
484716,45,-675,-953,-42
484781,0,-675,-1061,-43
484846,315,-675,-1171,-43
484919,270,-675,-969,-43
484983,225,-675,-1171,-43
485045,180,-675,-1278,-43
485112,135,-675,-1125,-43
485174,90,-675,-1222,-43
485248,45,-675,-922,-43
485312,0,-675,-1081,-44
485377,315,-675,-1196,-44
485450,270,-675,-953,-44
485515,225,-675,-1196,-44
485576,180,-675,-1308,-44
485643,135,-675,-1102,-44
485705,90,-675,-1222,-44
485778,45,-675,-937,-44
485843,0,-675,-1061,-45
485908,315,-675,-1171,-45
485981,270,-675,-969,-45
486045,225,-675,-1171,-45
486107,180,-675,-1278,-45
486173,135,-675,-1125,-45
486236,90,-675,-1196,-45
486308,45,-675,-937,-45
486374,0,-675,-1061,-46
486438,315,-675,-1196,-46
486512,270,-675,-953,-46
486576,225,-675,-1196,-46
486638,180,-675,-1278,-46
486704,135,-675,-1125,-46
486766,90,-675,-1222,-46
486840,45,-675,-907,-46
486904,0,-675,-1081,-47
486969,315,-675,-1196,-47
487043,270,-675,-953,-47
487107,225,-675,-1171,-47
487168,180,-675,-1308,-47
487235,135,-675,-1102,-47
487298,90,-675,-1222,-47
487370,45,-675,-937,-47
487436,0,-675,-1081,-48
487499,315,-675,-1222,-48
487573,270,-675,-953,-48
487638,225,-675,-1171,-48
487699,180,-675,-1308,-48
487766,135,-675,-1125,-48
487828,90,-675,-1222,-48
487901,45,-675,-953,-48
487965,0,-675,-1081,-49
488031,315,-675,-1171,-49
488103,270,-675,-969,-49
488169,225,-675,-1196,-49
488229,180,-675,-1308,-49
488296,135,-675,-1125,-49
488358,90,-675,-1196,-49
488432,45,-675,-922,-49
488497,0,-675,-1125,-50
488561,315,-675,-1196,-50
488635,270,-675,-969,-50
488699,225,-675,-1171,-50
488760,180,-675,-1308,-50
488827,135,-675,-1102,-50
488890,90,-675,-1196,-50
488963,45,-675,-953,-50
489027,0,-675,-1102,-51
489092,315,-675,-1196,-51
489165,270,-675,-953,-51
489229,225,-675,-1196,-51
489290,180,-675,-1278,-51
489357,135,-675,-1125,-51
489420,90,-675,-1196,-51
489493,45,-675,-937,-51
489558,0,-675,-1102,-52
489621,315,-675,-1171,-52
489695,270,-675,-969,-52
489759,225,-675,-1171,-52
489820,180,-675,-1308,-52
489887,135,-675,-1125,-52
489949,90,-675,-1196,-52
490022,45,-675,-937,-52
490087,0,-675,-1081,-53
490151,315,-675,-1196,-53
490225,270,-675,-953,-53
490289,225,-675,-1222,-53
490350,180,-675,-1278,-53
490417,135,-675,-1147,-53
490479,90,-675,-1222,-53
490553,45,-675,-922,-53
490616,0,-675,-1125,-54
490682,315,-675,-1147,-54
490755,270,-675,-969,-54
490819,225,-675,-1171,-54
490881,180,-675,-1308,-54
490947,135,-675,-1125,-54
491010,90,-675,-1222,-54
491082,45,-675,-937,-54
491148,0,-720,-1081,-55
491211,315,-720,-1196,-55
491285,270,-720,-953,-55
491348,225,-720,-1196,-55
491410,180,-720,-1308,-55
491478,135,-720,-1081,-55
491540,90,-720,-1222,-55
491612,45,-720,-953,-55
491677,0,-720,-1061,-56
491743,315,-720,-1171,-56
491814,270,-720,-969,-56
491879,225,-720,-1196,-56
491940,180,-720,-1278,-56
492008,135,-720,-1102,-56
492069,90,-720,-1196,-56
492142,45,-675,-953,-56
492207,0,-675,-1081,-57
492272,315,-675,-1147,-57
492345,270,-675,-969,-57
492409,225,-675,-1196,-57
492471,180,-675,-1308,-57
492537,135,-675,-1081,-57
492600,90,-675,-1222,-57
492673,45,-675,-969,-57
492737,0,-675,-1102,-58
492803,315,-675,-1147,-58
492875,270,-675,-986,-58
492940,225,-675,-1222,-58
493001,180,-675,-1308,-58
493068,135,-675,-1125,-58
493130,90,-675,-1196,-58
493203,45,-675,-937,-58
493266,0,-675,-1102,-59
493332,315,-675,-1147,-59
493405,270,-675,-969,-59
493469,225,-675,-1196,-59
493531,180,-675,-1308,-59
493598,135,-675,-1102,-59
493660,90,-675,-1222,-59
493731,45,-675,-953,-59
493798,0,-675,-1061,-60
493862,315,-675,-1196,-60
493935,270,-675,-969,-60
493999,225,-675,-1196,-60
494060,180,-675,-1278,-60
494127,135,-675,-1125,-60
494188,90,-675,-1222,-60
494262,45,-675,-922,-60
494327,0,-675,-1081,-61
494392,315,-675,-1196,-61
494465,270,-675,-969,-61
494529,225,-675,-1196,-61
494590,180,-675,-1278,-61
494657,135,-675,-1102,-61
494720,90,-675,-1196,-61
494792,45,-675,-953,-61
494857,0,-675,-1081,-62
494921,315,-675,-1171,-62
494994,270,-675,-986,-62
495058,225,-675,-1171,-62
495120,180,-675,-1308,-62
495187,135,-675,-1102,-62
495249,90,-675,-1222,-62
495322,45,-675,-937,-62
495387,0,-675,-1061,-63
495452,315,-675,-1171,-63
495524,270,-675,-969,-63
495589,225,-675,-1196,-63
495650,180,-675,-1278,-63
495717,135,-675,-1125,-63
495778,90,-675,-1222,-63
495852,45,-675,-937,-63
495917,0,-675,-1081,-64
495981,315,-675,-1171,-64
496054,270,-675,-969,-64
496118,225,-675,-1196,-64
496180,180,-675,-1278,-64
496246,135,-675,-1125,-64
496309,90,-675,-1196,-64
496381,45,-675,-937,-64
496446,0,-675,-1081,-65
496510,315,-675,-1171,-65
496584,270,-675,-969,-65
496648,225,-675,-1196,-65
496709,180,-675,-1278,-65
496777,135,-675,-1125,-65
496838,90,-675,-1196,-65
496911,45,-675,-953,-65
496975,0,-675,-1102,-66
497041,315,-675,-1171,-66
497113,270,-675,-986,-66
497178,225,-675,-1147,-66
497239,180,-675,-1339,-66
497305,135,-675,-1125,-66
497368,90,-675,-1222,-66
497440,45,-675,-953,-66
497506,0,-675,-1081,-67
497569,315,-675,-1222,-67
497643,270,-675,-953,-67
497708,225,-675,-1196,-67
497769,180,-675,-1278,-67
497836,135,-675,-1125,-67
497897,90,-675,-1250,-67
497971,45,-675,-907,-67
498035,0,-675,-1102,-68
498100,315,-675,-1196,-68
498172,270,-675,-969,-68
498237,225,-675,-1196,-68
498298,180,-675,-1278,-68
498365,135,-675,-1125,-68
498427,90,-675,-1196,-68
498500,45,-675,-937,-68
498565,0,-675,-1102,-69
498629,315,-675,-1171,-69
498703,270,-675,-969,-69
498766,225,-675,-1196,-69
498828,180,-675,-1308,-69
498894,135,-675,-1125,-69
498957,90,-675,-1222,-69
499030,45,-675,-922,-69
499094,0,-675,-1081,-70
499159,315,-675,-1196,-70
499231,270,-675,-969,-70
499296,225,-675,-1171,-70
499357,180,-675,-1308,-70
499424,135,-675,-1102,-70
499486,90,-675,-1196,-70
499559,45,-675,-937,-70
499622,0,-675,-1125,-71
499688,315,-675,-1171,-71
499762,270,-675,-953,-71
499825,225,-675,-1196,-71
499886,180,-675,-1308,-71
499953,135,-675,-1102,-71
500016,90,-675,-1196,-71
500087,45,720,-969,-71
500153,0,-720,-1061,-72
500216,315,-720,-1196,-72
500291,270,-720,-937,-72
500375,225,-720,-781,-72
500536,180,-720,-334,-72
502817,225,0,175,-72
502897,270,0,839,-72
502966,315,0,1081,-72
503037,0,0,937,-71
503101,45,180,1147,-71
503168,90,180,1081,-71
503242,135,180,922,-71
503308,180,180,1171,-71
503375,225,180,1081,-71
503437,270,180,1308,-71
503500,315,180,1196,-71
503570,0,180,969,-70
503635,45,180,1147,-70
503701,90,180,1081,-70
503777,135,180,922,-70
503840,180,180,1196,-70
503908,225,180,1102,-70
503969,270,180,1278,-70
504034,315,180,1196,-70
504103,0,675,986,-69
504168,45,675,1147,-69
504235,90,675,1081,-69
504295,135,675,922,-69
504374,180,675,1196,-69
504441,225,675,1081,-69
504502,270,675,1308,-69
504566,315,675,1196,-69
504637,0,675,953,-68
504700,45,675,1147,-68
504767,90,675,1081,-68
504842,135,675,922,-68
504906,180,675,1196,-68
504974,225,675,1102,-68
505035,270,675,1278,-68
505099,315,675,1196,-68
505168,0,675,969,-67
505233,45,675,1147,-67
505298,90,675,1081,-67
505374,135,675,922,-67
505438,180,675,1222,-67
505505,225,675,1081,-67
505566,270,675,1308,-67
505629,315,675,1222,-67
505701,0,675,937,-66
505763,45,675,1171,-66
505830,90,675,1081,-66
505905,135,675,922,-66
505969,180,675,1196,-66
506037,225,675,1102,-66
506097,270,675,1339,-66
506161,315,675,1171,-66
506231,0,675,953,-65
506295,45,675,1171,-65
506361,90,675,1081,-65
506437,135,675,922,-65
506501,180,675,1222,-65
506567,225,675,1102,-65
506629,270,675,1308,-65
506692,315,675,1196,-65
506763,0,675,969,-64
506825,45,675,1171,-64
506892,90,675,1081,-64
506968,135,675,922,-64
507031,180,675,1196,-64
507098,225,675,1102,-64
507159,270,675,1308,-64
507224,315,675,1196,-64
507293,0,675,969,-63
507357,45,675,1171,-63
507423,90,675,1081,-63
507499,135,675,922,-63
507563,180,675,1196,-63
507629,225,675,1102,-63
507691,270,675,1278,-63
507755,315,675,1196,-63
507825,0,675,969,-62
507888,45,675,1171,-62
507955,90,675,1081,-62
508030,135,675,922,-62
508094,180,675,1222,-62
508161,225,675,1102,-62
508222,270,675,1278,-62
508286,315,675,1196,-62
508356,0,675,969,-61
508419,45,675,1222,-61
508485,90,675,1061,-61
508561,135,675,922,-61
508624,180,675,1222,-61
508692,225,675,1081,-61
508753,270,675,1308,-61
508817,315,675,1196,-61
508887,0,675,969,-60
508949,45,675,1171,-60
509015,90,675,1102,-60
509091,135,675,907,-60
509155,180,675,1222,-60
509222,225,675,1081,-60
509284,270,675,1308,-60
509347,315,675,1196,-60
509417,0,675,969,-59
509479,45,675,1171,-59
509547,90,675,1081,-59
509621,135,675,953,-59
509685,180,675,1196,-59
509752,225,675,1125,-59
509814,270,675,1250,-59
509879,315,675,1196,-59
509947,0,675,986,-58
510011,45,675,1171,-58
510077,90,675,1081,-58
510153,135,720,922,-58
510217,180,720,1196,-58
510283,225,720,1102,-58
510346,270,720,1278,-58
510409,315,720,1222,-58
510479,0,720,953,-57
510542,45,720,1171,-57
510609,90,720,1081,-57
510684,135,720,922,-57
510747,180,720,1222,-57
510816,225,720,1081,-57
510876,270,720,1308,-57
510941,315,720,1196,-57
511009,0,720,986,-56
511073,45,720,1171,-56
511139,90,675,1061,-56
511214,135,675,922,-56
511279,180,675,1196,-56
511345,225,675,1125,-56
511407,270,675,1278,-56
511471,315,675,1171,-56
511541,0,675,969,-55
511605,45,675,1147,-55
511671,90,675,1102,-55
511746,135,675,922,-55
511809,180,675,1196,-55
511878,225,675,1102,-55
511938,270,675,1308,-55
512003,315,675,1196,-55
512072,0,675,969,-54
512136,45,675,1196,-54
512202,90,675,1081,-54
512277,135,675,937,-54
512340,180,675,1171,-54
512408,225,675,1102,-54
512468,270,675,1308,-54
512533,315,675,1222,-54
512603,0,675,986,-53
512666,45,675,1147,-53
512733,90,675,1081,-53
512807,135,675,937,-53
512872,180,675,1196,-53
512940,225,675,1081,-53
513001,270,675,1308,-53
513064,315,675,1196,-53
513134,0,675,969,-52
513198,45,675,1147,-52
513265,90,675,1081,-52
513339,135,675,953,-52
513403,180,675,1222,-52
513471,225,675,1102,-52
513531,270,675,1308,-52
513596,315,675,1196,-52
513665,0,675,969,-51
513729,45,675,1147,-51
513795,90,675,1102,-51
513870,135,675,922,-51
513935,180,675,1171,-51
514001,225,675,1102,-51
514063,270,675,1308,-51
514126,315,675,1222,-51
514197,0,675,969,-50
514260,45,675,1147,-50
514327,90,675,1102,-50
514402,135,675,922,-50
514466,180,675,1196,-50
514533,225,675,1102,-50
514594,270,675,1308,-50
514658,315,675,1222,-50
514728,0,675,953,-49
514791,45,675,1222,-49
514859,90,675,1061,-49
514933,135,675,922,-49
514998,180,675,1196,-49
515064,225,675,1102,-49
515126,270,675,1278,-49
515190,315,675,1196,-49
515260,0,675,986,-48
515323,45,675,1147,-48
515390,90,675,1102,-48
515465,135,675,922,-48
515529,180,675,1222,-48
515596,225,675,1081,-48
515656,270,675,1339,-48
515721,315,675,1196,-48
515791,0,675,953,-47
515855,45,675,1196,-47
515921,90,675,1061,-47
515996,135,675,937,-47
516061,180,675,1171,-47
516127,225,675,1125,-47
516189,270,675,1278,-47
516253,315,675,1171,-47
516323,0,675,969,-46
516385,45,675,1196,-46
516452,90,675,1081,-46
516528,135,675,922,-46
516591,180,675,1196,-46
516659,225,675,1102,-46
516720,270,675,1278,-46
516784,315,675,1222,-46
516854,0,675,953,-45
516917,45,675,1222,-45
516983,90,675,1081,-45
517058,135,675,922,-45
517123,180,675,1196,-45
517190,225,675,1102,-45
517251,270,675,1278,-45
517316,315,675,1171,-45
517385,0,675,986,-44
517448,45,675,1171,-44
517514,90,675,1081,-44
517590,135,675,922,-44
517653,180,675,1222,-44
517720,225,675,1102,-44
517782,270,675,1278,-44
517846,315,675,1196,-44
517915,0,675,969,-43
517979,45,675,1171,-43
518045,90,675,1081,-43
518120,135,675,922,-43
518183,180,675,1222,-43
518251,225,675,1102,-43
518311,270,675,1308,-43
518377,315,675,1171,-43
518446,0,675,986,-42
518508,45,675,1222,-42
518576,90,675,1061,-42
518650,135,675,922,-42
518715,180,675,1196,-42
518781,225,675,1102,-42
518843,270,675,1308,-42
518907,315,675,1171,-42
518977,0,675,969,-41
519041,45,675,1196,-41
519107,90,675,1081,-41
519182,135,675,907,-41
519245,180,675,1250,-41
519313,225,675,1081,-41
519374,270,675,1278,-41
519439,315,675,1196,-41
519508,0,675,969,-40
519571,45,675,1196,-40
519638,90,675,1061,-40
519713,135,675,922,-40
519777,180,675,1196,-40
519844,225,675,1102,-40
519905,270,675,1308,-40
519969,315,675,1171,-40
520039,0,675,986,-39
520101,45,675,1196,-39
520169,90,675,1061,-39
520244,135,675,937,-39
520308,180,675,1196,-39
520376,225,675,1102,-39
520436,270,675,1308,-39
520501,315,675,1196,-39
520570,0,675,953,-38
520634,45,675,1171,-38
520700,90,675,1081,-38
520775,135,675,922,-38
520839,180,675,1196,-38
520906,225,675,1102,-38
520968,270,675,1278,-38
521032,315,675,1196,-38
521102,0,675,969,-37
521165,45,675,1171,-37
521232,90,675,1081,-37
521307,135,675,922,-37
521370,180,675,1222,-37
521439,225,675,1102,-37
521499,270,675,1278,-37
521563,315,675,1222,-37
521632,0,675,969,-36
521697,45,675,1147,-36
521763,90,675,1102,-36
521838,135,675,922,-36
521902,180,675,1196,-36
521970,225,675,1081,-36
522031,270,675,1308,-36
522094,315,675,1196,-36
522164,0,675,986,-35
522228,45,675,1147,-35
522295,90,675,1061,-35
522369,135,675,953,-35
522433,180,675,1171,-35
522501,225,675,1102,-35
522561,270,675,1339,-35
522626,315,675,1196,-35
522695,0,675,986,-34
522760,45,675,1125,-34
522825,90,675,1102,-34
522900,135,675,922,-34
522964,180,675,1196,-34
523032,225,675,1081,-34
523094,270,675,1308,-34
523156,315,675,1222,-34
523227,0,675,953,-33
523290,45,675,1171,-33
523357,90,675,1081,-33
523431,135,675,922,-33
523496,180,675,1196,-33
523564,225,675,1081,-33
523624,270,675,1339,-33
523688,315,675,1196,-33
523758,0,675,953,-32
523822,45,675,1171,-32
523888,90,675,1102,-32
523963,135,675,937,-32
524026,180,675,1196,-32
524094,225,675,1102,-32
524155,270,675,1278,-32
524220,315,675,1196,-32
524289,0,675,969,-31
524353,45,675,1147,-31
524420,90,675,1081,-31
524494,135,675,937,-31
524559,180,675,1222,-31
524625,225,675,1102,-31
524687,270,675,1308,-31
524750,315,675,1222,-31
524821,0,675,953,-30
524884,45,675,1171,-30
524951,90,675,1081,-30
525026,135,675,937,-30
525090,180,675,1171,-30
525157,225,675,1102,-30
525218,270,675,1308,-30
525282,315,675,1196,-30
525351,0,675,969,-29
525416,45,675,1147,-29
525483,90,675,1081,-29
525557,135,675,922,-29
525620,180,675,1222,-29
525688,225,675,1081,-29
525750,270,675,1308,-29
525814,315,675,1171,-29
525884,0,675,969,-28
525947,45,675,1171,-28
526014,90,675,1081,-28
526089,135,675,922,-28
526152,180,720,1196,-28
526220,225,720,1102,-28
526280,270,720,1308,-28
526345,315,720,1196,-28
526414,0,720,969,-27
526479,45,720,1125,-27
526544,90,720,1102,-27
526620,135,720,922,-27
526684,180,720,1196,-27
526751,225,720,1102,-27
526813,270,720,1278,-27
526877,315,720,1196,-27
526947,0,720,969,-26
527009,45,720,1171,-26
527076,90,720,1081,-26
527152,135,675,907,-26
527215,180,675,1222,-26
527283,225,675,1102,-26
527344,270,675,1308,-26
527408,315,675,1196,-26
527478,0,675,969,-25
527541,45,675,1196,-25
527607,90,675,1081,-25
527682,135,675,922,-25
527747,180,675,1196,-25
527813,225,675,1125,-25
527875,270,675,1278,-25
527939,315,675,1171,-25
528008,0,675,986,-24
528072,45,675,1147,-24
528138,90,675,1081,-24
528214,135,675,937,-24
528276,180,675,1222,-24
528345,225,675,1081,-24
528405,270,675,1308,-24
528471,315,675,1171,-24
528540,0,675,969,-23
528603,45,675,1171,-23
528669,90,675,1081,-23
528745,135,675,922,-23
528808,180,675,1222,-23
528876,225,675,1081,-23
528937,270,675,1278,-23
529002,315,675,1196,-23
529072,0,675,969,-22
529134,45,675,1171,-22
529202,90,675,1081,-22
529276,135,675,937,-22
529340,180,675,1222,-22
529408,225,675,1102,-22
529469,270,675,1278,-22
529532,315,675,1196,-22
529602,0,675,969,-21
529666,45,675,1196,-21
529732,90,675,1102,-21
529807,135,675,937,-21
529871,180,675,1196,-21
529938,225,675,1102,-21
529999,270,675,1278,-21
530065,315,675,1196,-21
530134,0,675,986,-20
530196,45,675,1196,-20
530264,90,675,1061,-20
530338,135,675,922,-20
530403,180,675,1196,-20
530469,225,675,1102,-20
530531,270,675,1278,-20
530594,315,675,1222,-20
530665,0,675,953,-19
530728,45,675,1171,-19
530795,90,675,1061,-19
530870,135,675,937,-19
530933,180,675,1250,-19
531001,225,675,1102,-19
531062,270,675,1308,-19
531127,315,675,1171,-19
531195,0,675,1004,-18
531259,45,675,1196,-18
531326,90,675,1061,-18
531401,135,675,937,-18
531465,180,675,1196,-18
531533,225,675,1081,-18
531594,270,675,1339,-18
531657,315,675,1196,-18
531727,0,675,969,-17
531790,45,675,1147,-17
531857,90,675,1081,-17
531932,135,675,937,-17
531995,180,675,1196,-17
532063,225,675,1081,-17
532124,270,675,1308,-17
532188,315,675,1222,-17
532257,0,675,969,-16
532321,45,675,1147,-16
532387,90,675,1102,-16
532462,135,675,922,-16
532527,180,675,1171,-16
532593,225,675,1102,-16
532655,270,675,1308,-16
532718,315,675,1196,-16
532787,0,675,986,-15
532852,45,675,1147,-15
532918,90,675,1081,-15
532993,135,675,937,-15
533057,180,675,1196,-15
533125,225,675,1081,-15
533185,270,675,1308,-15
533249,315,675,1222,-15
533319,0,675,953,-14
533383,45,675,1171,-14
533449,90,675,1081,-14
533523,135,675,953,-14
533587,180,675,1171,-14
533655,225,675,1102,-14
533715,270,675,1308,-14
533780,315,675,1171,-14
533850,0,675,969,-13
533913,45,675,1171,-13
533980,90,675,1081,-13
534054,135,675,937,-13
534118,180,675,1196,-13
534185,225,675,1102,-13
534247,270,675,1278,-13
534311,315,675,1196,-13
534380,0,675,969,-12
534445,45,675,1147,-12
534510,90,675,1081,-12
534585,135,675,937,-12
534649,180,675,1196,-12
534718,225,675,1102,-12
534778,270,675,1308,-12
534843,315,675,1171,-12
534913,0,675,969,-11
534975,45,675,1196,-11
535042,90,675,1081,-11
535116,135,675,953,-11
535181,180,675,1147,-11
535248,225,675,1102,-11
535309,270,675,1308,-11
535373,315,675,1196,-11
535443,0,675,969,-10
535507,45,675,1147,-10
535572,90,675,1102,-10
535648,135,675,922,-10
535712,180,675,1171,-10
535779,225,675,1125,-10
535840,270,675,1339,-10
535904,315,675,1196,-10
535975,0,675,937,-9
536037,45,675,1196,-9
536104,90,675,1061,-9
536179,135,675,937,-9
536244,180,675,1222,-9
536310,225,675,1102,-9
536372,270,675,1339,-9
536435,315,675,1196,-9
536506,0,675,953,-8
536569,45,675,1171,-8
536635,90,675,1102,-8
536711,135,675,922,-8
536774,180,675,1222,-8
536842,225,675,1081,-8
536902,270,675,1339,-8
536967,315,675,1222,-8
537037,0,675,953,-7
537101,45,675,1171,-7
537166,90,675,1081,-7
537242,135,675,937,-7
537306,180,675,1171,-7
537373,225,675,1102,-7
537434,270,675,1308,-7
537498,315,675,1196,-7
537569,0,675,953,-6
537631,45,675,1196,-6
537698,90,675,1061,-6
537774,135,675,922,-6
537837,180,675,1196,-6
537904,225,675,1125,-6
537966,270,675,1278,-6
538030,315,675,1196,-6
538099,0,675,969,-5
538162,45,675,1171,-5
538228,90,675,1102,-5
538304,135,675,907,-5
538368,180,675,1222,-5
538434,225,675,1102,-5
538496,270,675,1308,-5
538559,315,675,1196,-5
538630,0,675,953,-4
538691,45,675,1222,-4
538758,90,675,1081,-4
538833,135,675,922,-4
538897,180,675,1222,-4
538963,225,675,1102,-4
539026,270,675,1278,-4
539088,315,675,1222,-4
539159,0,720,953,-3
539223,45,720,1171,-3
539288,90,720,1102,-3
539363,135,720,937,-3
539427,180,720,1222,-3
539494,225,720,1125,-3
539555,270,720,1278,-3
539619,315,720,1222,-3
539689,0,720,953,-2
539751,45,720,1196,-2
539817,90,720,1081,-2
539892,135,720,937,-2
539957,180,720,1196,-2
540023,225,720,1125,-2
540085,270,720,1308,-2
540149,315,675,1147,-2
540219,0,675,986,-1
540281,45,675,1171,-1
540349,90,675,1061,-1
540424,135,675,937,-1
540487,180,675,1196,-1
540555,225,675,1102,-1
540615,270,675,1308,-1
540681,315,675,1171,-1
540749,0,675,986,0
540813,45,675,1171,0
540879,90,675,1081,0
540954,135,675,937,0
541018,180,675,1222,0
541085,225,675,1081,0
541145,270,675,1339,0
541210,315,675,1171,0
541280,0,675,969,1
541342,45,675,1171,1
541409,90,675,1081,1
541484,135,675,937,1
541547,180,675,1196,1
541615,225,675,1102,1
541676,270,675,1308,1
541740,315,675,1222,1
541809,0,675,969,2
541873,45,675,1171,2
541938,90,675,1102,2
542014,135,675,922,2
542077,180,675,1222,2
542145,225,675,1081,2
542206,270,675,1308,2
542269,315,675,1222,2
542340,0,675,953,3
542402,45,675,1196,3
542470,90,675,1061,3
542543,135,675,953,3
542608,180,675,1171,3
542675,225,675,1102,3
542737,270,675,1308,3
542800,315,675,1196,3
542869,0,675,986,4
542934,45,675,1147,4
543000,90,675,1081,4
543074,135,675,937,4
543137,180,675,1222,4
543205,225,675,1081,4
543266,270,675,1308,4
543330,315,675,1222,4
543398,0,675,986,5
543463,45,675,1147,5
543528,90,675,1102,5
543603,135,675,937,5
543668,180,675,1222,5
543734,225,675,1102,5
543795,270,675,1339,5
543859,315,675,1196,5
543929,0,675,969,6
543992,45,675,1147,6
544059,90,675,1102,6
544133,135,675,937,6
544197,180,675,1222,6
544264,225,675,1102,6
544325,270,675,1278,6
544389,315,675,1222,6
544458,0,675,969,7
544522,45,675,1171,7
544587,90,675,1125,7
544662,135,675,922,7
544727,180,675,1222,7
544794,225,675,1102,7
544855,270,675,1339,7
544918,315,675,1196,7
544988,0,675,986,8
545051,45,675,1171,8
545117,90,675,1102,8
545191,135,675,937,8
545256,180,675,1171,8
545323,225,675,1102,8
545383,270,675,1308,8
545447,315,675,1222,8
545516,0,675,986,9
545581,45,675,1147,9
545646,90,675,1125,9
545721,135,675,937,9
545784,180,675,1196,9
545852,225,675,1102,9
545911,270,675,1339,9
545976,315,675,1196,9
546046,0,675,953,10
546109,45,675,1196,10
546176,90,675,1102,10
546249,135,675,937,10
546314,180,675,1196,10
546380,225,675,1102,10
546442,270,675,1308,10
546505,315,675,1196,10
546575,0,675,969,11
546638,45,675,1171,11
546705,90,675,1081,11
546780,135,675,922,11
546843,180,675,1222,11
546910,225,675,1125,11
546971,270,675,1278,11
547035,315,675,1222,11
547104,0,675,969,12
547168,45,675,1196,12
547233,90,675,1081,12
547308,135,675,937,12
547372,180,675,1196,12
547439,225,675,1102,12
547500,270,675,1339,12
547564,315,675,1196,12
547633,0,675,986,13
547696,45,675,1171,13
547762,90,675,1102,13
547836,135,675,922,13
547901,180,675,1196,13
547966,225,675,1125,13
548028,270,675,1308,13
548092,315,675,1171,13
548162,0,675,986,14
548225,45,675,1171,14
548291,90,675,1102,14
548365,135,675,937,14
548428,180,675,1222,14
548496,225,675,1102,14
548557,270,675,1308,14
548621,315,675,1196,14
548691,0,675,953,15
548753,45,675,1222,15
548820,90,675,1061,15
548895,135,675,922,15
548959,180,675,1222,15
549025,225,675,1102,15
549087,270,675,1308,15
549151,315,720,1171,15
549220,0,720,1004,16
549282,45,720,1171,16
549349,90,720,1081,16
549424,135,720,922,16
549486,180,720,1250,16
549554,225,720,1102,16
549615,270,720,1278,16
549679,315,720,1222,16
549747,0,720,986,17
549811,45,720,1171,17
549877,90,720,1081,17
549951,135,720,953,17
550016,180,720,1196,17
