time,angle,vel_pc,vel_pt,total_count
388801,225,-540,-815,-34
388878,180,-540,-907,-34
388962,135,-540,-781,-34
389041,90,-540,-827,-34
389132,45,-540,-677,-34
389214,0,-540,-770,-35
389294,315,-540,-839,-35
389386,270,-540,-685,-35
389467,225,-540,-827,-35
389542,180,-540,-922,-35
389626,135,-540,-781,-35
389705,90,-540,-839,-35
389796,45,-540,-677,-35
389879,0,-540,-760,-36
389959,315,-540,-839,-36
390051,270,-540,-685,-36
390131,225,-540,-839,-36
390208,180,-540,-892,-36
390292,135,-540,-781,-36
390371,90,-540,-839,-36
390462,45,-540,-677,-36
390544,0,-540,-770,-37
390624,315,-540,-839,-37
390714,270,-540,-703,-37
390796,225,-540,-827,-37
390872,180,-540,-907,-37
390955,135,-540,-792,-37
391033,90,-540,-839,-37
391124,45,-540,-677,-37
391206,0,-540,-781,-38
391285,315,-540,-865,-38
391377,270,-540,-685,-38
391457,225,-540,-839,-38
391533,180,-540,-892,-38
391617,135,-540,-792,-38
391696,90,-540,-839,-38
391786,45,-540,-685,-38
391867,0,-540,-781,-39
391947,315,-540,-839,-39
392039,270,-540,-694,-39
392119,225,-540,-827,-39
392195,180,-540,-907,-39
392279,135,-540,-792,-39
392356,90,-540,-839,-39
392449,45,-540,-677,-39
392528,0,-540,-803,-40
392610,315,-540,-815,-40
392701,270,-540,-694,-40
392781,225,-540,-839,-40
392857,180,-540,-892,-40
392941,135,-540,-781,-40
393019,90,-540,-852,-40
393110,45,-540,-677,-40
393192,0,-540,-770,-41
393272,315,-540,-839,-41
393363,270,-540,-703,-41
393443,225,-540,-839,-41
393520,180,-540,-892,-41
393604,135,-540,-781,-41
393682,90,-540,-839,-41
393773,45,-540,-694,-41
393852,0,-540,-792,-42
393934,315,-540,-827,-42
394025,270,-540,-694,-42
394105,225,-540,-839,-42
394181,180,-540,-907,-42
394266,135,-540,-770,-42
394344,90,-540,-852,-42
394433,45,-540,-694,-42
394515,0,-540,-770,-43
394595,315,-540,-839,-43
394687,270,-540,-694,-43
394767,225,-540,-839,-43
394844,180,-540,-892,-43
394928,135,-540,-792,-43
395005,90,-540,-839,-43
395097,45,-540,-685,-43
395177,0,-540,-792,-44
395258,315,-540,-815,-44
395348,270,-540,-712,-44
395428,225,-540,-827,-44
395505,180,-540,-907,-44
395589,135,-540,-781,-44
395667,90,-540,-852,-44
395757,45,-540,-694,-44
395840,0,-540,-760,-45
395920,315,-540,-839,-45
396010,270,-540,-703,-45
396090,225,-540,-852,-45
396168,180,-540,-878,-45
396252,135,-540,-781,-45
396328,90,-540,-865,-45
396419,45,-540,-694,-45
396502,0,-540,-760,-46
396581,315,-540,-839,-46
396672,270,-540,-703,-46
396752,225,-540,-827,-46
396829,180,-540,-907,-46
396912,135,-540,-803,-46
396990,90,-540,-865,-46
397081,45,-540,-677,-46
397163,0,-540,-770,-47
397242,315,-540,-852,-47
397333,270,-540,-694,-47
397413,225,-540,-839,-47
397490,180,-540,-892,-47
397574,135,-540,-792,-47
397651,90,-540,-852,-47
397742,45,-540,-694,-47
397825,0,-540,-760,-48
397903,315,-540,-865,-48
397993,270,-540,-694,-48
398074,225,-540,-839,-48
398151,180,-585,-892,-48
398234,135,-585,-803,-48
398312,90,-585,-852,-48
398402,45,-585,-694,-48
398484,0,-585,-770,-49
398564,315,-585,-839,-49
398654,270,-585,-703,-49
398735,225,-585,-827,-49
398812,180,-585,-892,-49
398895,135,-585,-792,-49
398972,90,-585,-852,-49
399063,45,-585,-694,-49
399145,0,-540,-760,-50
399224,315,-540,-865,-50
399315,270,-540,-694,-50
399395,225,-540,-839,-50
399472,180,-540,-892,-50
399555,135,-540,-803,-50
399632,90,-540,-865,-50
399725,45,-540,-669,-50
399806,0,-540,-781,-51
399885,315,-540,-865,-51
399976,270,-540,-685,-51
400057,225,-540,-827,-51
400134,180,-540,-907,-51
400217,135,-540,-792,-51
400294,90,-540,-852,-51
400386,45,-540,-677,-51
400466,0,-540,-770,-52
400546,315,-540,-852,-52
400637,270,-540,-694,-52
400718,225,-540,-839,-52
400795,180,-540,-892,-52
400878,135,-540,-792,-52
400956,90,-540,-865,-52
401047,45,-540,-677,-52
401129,0,-540,-770,-53
401208,315,-540,-852,-53
401299,270,-540,-694,-53
401380,225,-540,-827,-53
401457,180,-540,-892,-53
401540,135,-540,-792,-53
401617,90,-540,-852,-53
401708,45,-540,-685,-53
401789,0,-540,-770,-54
401868,315,-540,-852,-54
401960,270,-540,-685,-54
402040,225,-540,-839,-54
402116,180,-540,-907,-54
402200,135,-540,-792,-54
402279,90,-540,-839,-54
402369,45,-540,-677,-54
402450,0,-540,-781,-55
402529,315,-540,-865,-55
402621,270,-540,-685,-55
402701,225,-540,-839,-55
402778,180,-540,-892,-55
402860,135,-540,-803,-55
402937,90,-540,-852,-55
403031,45,-540,-661,-55
403110,0,-540,-803,-56
403190,315,-540,-852,-56
403281,270,-540,-703,-56
403361,225,-540,-839,-56
403437,180,-540,-907,-56
403520,135,-540,-803,-56
403599,90,-540,-839,-56
403722,45,-540,-461,-56
404683,90,360,48,-56
404793,135,360,540,-56
404878,180,360,770,-56
404964,225,360,750,-56
405043,270,360,865,-56
405125,315,225,815,-56
405214,0,225,685,-55
405294,45,225,815,-55
405378,90,225,760,-55
405473,135,225,654,-55
405555,180,225,815,-55
405641,225,225,760,-55
405719,270,225,865,-55
405800,315,225,803,-55
405891,0,225,685,-54
405969,45,225,827,-54
406054,90,225,750,-54
406149,135,540,661,-54
406231,180,540,827,-54
406316,225,540,760,-54
406393,270,540,892,-54
406473,315,540,827,-54
406563,0,540,685,-53
406643,45,540,815,-53
406727,90,540,760,-53
406821,135,540,661,-53
406903,180,540,827,-53
406987,225,540,770,-53
407065,270,540,878,-53
407145,315,540,839,-53
407235,0,540,677,-52
407315,45,540,827,-52
407398,90,540,770,-52
407494,135,540,654,-52
407574,180,540,839,-52
407660,225,540,760,-52
407737,270,540,907,-52
407818,315,540,827,-52
407907,0,540,685,-51
407986,45,540,839,-51
408071,90,540,750,-51
408165,135,540,661,-51
408246,180,540,827,-51
408331,225,540,770,-51
408408,270,540,907,-51
408488,315,540,815,-51
408578,0,540,685,-50
408657,45,540,815,-50
408741,90,540,770,-50
408836,135,540,661,-50
408916,180,540,827,-50
409001,225,540,770,-50
409078,270,540,878,-50
409160,315,540,827,-50
409248,0,540,685,-49
409328,45,540,827,-49
409412,90,540,760,-49
409506,135,540,661,-49
409586,180,540,827,-49
409671,225,540,770,-49
409748,270,540,892,-49
409830,315,540,827,-49
409918,0,540,703,-48
409997,45,540,815,-48
410081,90,495,760,-48
410175,135,495,661,-48
410256,180,495,839,-48
410341,225,495,770,-48
410418,270,495,892,-48
410499,315,495,827,-48
410588,0,495,685,-47
410667,45,495,827,-47
410750,90,495,770,-47
410845,135,495,661,-47
410925,180,495,839,-47
411011,225,495,760,-47
411087,270,540,892,-47
411168,315,540,827,-47
411256,0,540,694,-46
411335,45,540,839,-46
411419,90,540,750,-46
411513,135,540,669,-46
411593,180,540,839,-46
411678,225,540,770,-46
411756,270,540,878,-46
411836,315,540,852,-46
411925,0,540,677,-45
412005,45,540,827,-45
412088,90,540,770,-45
412182,135,540,669,-45
412262,180,540,839,-45
412348,225,540,760,-45
412425,270,540,907,-45
412505,315,540,839,-45
412594,0,540,694,-44
412672,45,540,839,-44
412755,90,540,760,-44
412849,135,540,677,-44
412930,180,540,839,-44
413014,225,540,781,-44
413089,270,540,892,-44
413170,315,540,827,-44
413258,0,540,703,-43
413337,45,540,815,-43
413420,90,540,781,-43
413514,135,540,669,-43
413593,180,540,865,-43
413678,225,540,770,-43
413754,270,540,907,-43
413835,315,540,827,-43
413923,0,540,694,-42
414002,45,540,852,-42
414086,90,540,770,-42
414178,135,540,677,-42
414258,180,540,852,-42
414343,225,540,770,-42
414419,270,540,892,-42
414499,315,540,839,-42
414587,0,540,694,-41
414667,45,540,827,-41
414750,90,540,781,-41
414843,135,540,669,-41
414923,180,540,839,-41
415007,225,540,781,-41
415084,270,540,892,-41
415164,315,540,839,-41
415252,0,540,694,-40
415332,45,540,827,-40
415415,90,540,781,-40
415508,135,540,677,-40
415587,180,540,839,-40
415673,225,540,770,-40
415749,270,540,907,-40
415828,315,540,839,-40
415917,0,540,703,-39
415996,45,540,827,-39
416079,90,540,781,-39
416172,135,585,669,-39
416252,180,585,827,-39
416337,225,585,781,-39
416413,270,585,892,-39
416493,315,585,839,-39
416581,0,585,712,-38
416661,45,585,815,-38
416744,90,585,781,-38
416837,135,585,677,-38
416917,180,585,852,-38
417002,225,585,770,-38
417078,270,585,922,-38
417158,315,540,827,-38
417247,0,540,685,-37
417326,45,540,839,-37
417408,90,540,792,-37
417502,135,540,677,-37
417582,180,540,827,-37
417667,225,540,770,-37
417742,270,540,907,-37
417823,315,540,839,-37
417911,0,540,694,-36
417990,45,540,815,-36
418073,90,540,792,-36
418167,135,540,669,-36
418247,180,540,839,-36
418331,225,540,770,-36
418407,270,540,907,-36
418488,315,540,839,-36
418577,0,540,685,-35
418655,45,540,852,-35
418738,90,540,770,-35
418831,135,540,685,-35
418911,180,540,852,-35
418995,225,540,792,-35
419070,270,540,892,-35
419151,315,540,827,-35
419239,0,540,703,-34
419318,45,540,827,-34
419401,90,540,781,-34
419494,135,540,669,-34
419574,180,540,839,-34
419658,225,540,781,-34
419735,270,540,892,-34
419814,315,540,865,-34
419902,0,540,685,-33
419981,45,540,839,-33
420064,90,540,770,-33
420157,135,540,677,-33
420237,180,540,827,-33
420321,225,540,792,-33
420397,270,540,907,-33
420476,315,540,839,-33
420566,0,540,685,-32
420642,45,540,852,-32
420726,90,540,770,-32
420819,135,540,669,-32
420899,180,540,839,-32
420982,225,540,792,-32
421059,270,540,907,-32
421141,315,540,815,-32
421227,0,540,712,-31
421307,45,540,815,-31
421388,90,540,803,-31
421483,135,540,654,-31
421562,180,540,852,-31
421647,225,540,781,-31
421723,270,540,907,-31
421803,315,540,827,-31
421891,0,540,694,-30
421968,45,540,852,-30
422051,90,540,770,-30
422145,135,540,677,-30
422224,180,540,839,-30
422308,225,540,781,-30
422384,270,540,922,-30
422464,315,540,839,-30
422552,0,540,703,-29
422631,45,540,852,-29
422714,90,540,770,-29
422807,135,540,677,-29
422886,180,540,865,-29
422969,225,540,803,-29
423046,270,540,892,-29
423127,315,540,839,-29
423214,0,540,703,-28
423292,45,540,839,-28
423374,90,540,781,-28
423468,135,540,669,-28
423547,180,540,852,-28
423631,225,540,770,-28
423708,270,540,907,-28
423787,315,540,852,-28
423876,0,540,694,-27
423953,45,540,852,-27
424036,90,540,781,-27
424130,135,540,669,-27
424209,180,540,852,-27
424293,225,540,781,-27
424369,270,540,907,-27
424449,315,540,839,-27
424537,0,540,694,-26
424614,45,540,852,-26
424697,90,540,770,-26
424791,135,540,669,-26
424869,180,540,865,-26
424953,225,540,781,-26
425030,270,540,892,-26
425110,315,540,852,-26
425198,0,540,694,-25
425276,45,540,865,-25
425359,90,540,760,-25
425451,135,540,685,-25
425531,180,540,852,-25
425614,225,540,781,-25
425692,270,540,892,-25
425771,315,540,839,-25
425859,0,540,703,-24
425936,45,540,839,-24
426019,90,540,781,-24
426113,135,540,669,-24
426192,180,540,852,-24
426275,225,540,792,-24
426352,270,540,892,-24
426431,315,540,852,-24
426520,0,540,694,-23
426597,45,540,865,-23
426681,90,540,760,-23
426773,135,540,685,-23
426853,180,540,852,-23
426937,225,540,781,-23
427013,270,540,907,-23
427094,315,540,839,-23
427180,0,540,712,-22
427257,45,540,852,-22
427341,90,540,770,-22
427433,135,540,677,-22
427514,180,540,839,-22
427597,225,540,781,-22
427674,270,540,907,-22
427753,315,540,865,-22
427841,0,540,694,-21
427920,45,540,852,-21
428002,90,540,781,-21
428094,135,540,685,-21
428175,180,540,839,-21
428259,225,540,770,-21
428335,270,540,922,-21
428414,315,540,839,-21
428502,0,540,703,-20
428579,45,540,852,-20
428663,90,540,760,-20
428755,135,540,685,-20
428835,180,540,839,-20
428919,225,540,781,-20
428996,270,540,907,-20
429075,315,540,852,-20
429162,0,585,712,-19
429242,45,585,815,-19
429324,90,585,792,-19
429417,135,585,669,-19
429497,180,585,852,-19
429581,225,585,781,-19
429657,270,585,907,-19
429735,315,585,865,-19
429824,0,585,685,-18
429902,45,585,839,-18
429985,90,585,781,-18
430077,135,585,677,-18
430157,180,540,839,-18
430241,225,540,792,-18
430317,270,540,922,-18
430397,315,540,852,-18
430484,0,540,703,-17
430564,45,540,827,-17
430646,90,540,792,-17
430739,135,540,677,-17
430818,180,540,865,-17
430903,225,540,760,-17
430979,270,540,922,-17
431057,315,540,865,-17
431145,0,540,694,-16
431223,45,540,839,-16
431307,90,540,770,-16
431399,135,540,685,-16
431479,180,540,839,-16
431563,225,540,781,-16
431639,270,540,907,-16
431719,315,540,839,-16
431807,0,540,703,-15
431886,45,540,839,-15
431968,90,540,792,-15
432060,135,540,677,-15
432141,180,540,839,-15
432224,225,540,781,-15
432300,270,540,922,-15
432379,315,540,852,-15
432467,0,540,685,-14
432546,45,540,839,-14
432628,90,540,781,-14
432721,135,540,677,-14
432800,180,540,852,-14
432884,225,540,781,-14
432961,270,540,907,-14
433041,315,540,827,-14
433128,0,540,712,-13
433207,45,540,839,-13
433290,90,540,781,-13
433382,135,540,685,-13
433461,180,540,852,-13
433546,225,540,770,-13
433622,270,540,922,-13
433702,315,540,827,-13
433788,0,540,712,-12
433867,45,540,827,-12
433949,90,540,781,-12
434043,135,540,677,-12
434123,180,540,839,-12
434206,225,540,792,-12
434283,270,540,892,-12
434363,315,540,839,-12
434451,0,540,703,-11
434528,45,540,852,-11
434611,90,540,781,-11
434704,135,540,669,-11
434784,180,540,852,-11
434867,225,540,792,-11
434944,270,540,907,-11
435024,315,540,815,-11
435111,0,540,712,-10
435189,45,540,839,-10
435272,90,540,770,-10
435366,135,540,677,-10
435444,180,540,865,-10
435529,225,540,770,-10
435605,270,540,907,-10
435686,315,540,839,-10
435773,0,540,703,-9
435851,45,540,852,-9
435934,90,540,770,-9
436027,135,540,677,-9
436106,180,540,852,-9
436190,225,540,781,-9
436265,270,540,907,-9
436345,315,540,852,-9
436433,0,540,694,-8
436511,45,540,865,-8
436594,90,540,770,-8
436687,135,540,677,-8
436767,180,540,839,-8
436851,225,540,792,-8
436928,270,540,892,-8
437008,315,540,839,-8
437094,0,540,712,-7
437174,45,540,827,-7
437256,90,540,781,-7
437349,135,540,677,-7
437428,180,540,852,-7
437513,225,540,770,-7
437588,270,540,922,-7
437668,315,540,839,-7
437755,0,540,694,-6
437833,45,540,852,-6
437916,90,540,770,-6
438009,135,540,677,-6
438089,180,540,839,-6
438173,225,540,792,-6
438249,270,540,892,-6
438330,315,540,839,-6
438416,0,540,712,-5
438495,45,540,852,-5
438578,90,540,770,-5
438671,135,540,677,-5
438751,180,540,852,-5
438834,225,540,792,-5
438910,270,540,892,-5
438990,315,540,839,-5
439077,0,540,703,-4
439156,45,585,839,-4
439239,90,585,770,-4
439331,135,585,677,-4
439411,180,585,839,-4
439495,225,585,792,-4
439572,270,585,892,-4
439651,315,585,852,-4
439739,0,585,694,-3
439817,45,585,852,-3
439900,90,585,770,-3
439993,135,585,677,-3
440073,180,585,852,-3
440157,225,540,781,-3
440232,270,540,922,-3
440312,315,540,839,-3
440400,0,540,694,-2
440478,45,540,852,-2
440562,90,540,770,-2
440654,135,540,677,-2
440733,180,540,852,-2
440818,225,540,770,-2
440894,270,540,922,-2
440974,315,540,839,-2
441062,0,540,694,-1
441140,45,540,839,-1
441222,90,540,792,-1
441316,135,540,669,-1
441395,180,540,839,-1
441480,225,540,770,-1
441555,270,540,907,-1
441634,315,540,865,-1
441722,0,540,694,0
441801,45,540,852,0
441884,90,540,770,0
441977,135,540,669,0
442056,180,540,852,0
442141,225,540,781,0
442216,270,540,953,0
442297,315,540,827,0
442385,0,540,694,1
442463,45,540,839,1
442546,90,540,781,1
442639,135,540,677,1
442719,180,540,839,1
442803,225,540,781,1
442878,270,540,907,1
442957,315,540,852,1
443045,0,540,703,2
443124,45,540,827,2
443206,90,540,792,2
443300,135,540,669,2
443380,180,540,839,2
443464,225,540,781,2
443540,270,540,907,2
443619,315,540,852,2
443707,0,540,694,3
443786,45,540,839,3
443869,90,540,770,3
443962,135,540,677,3
444042,180,540,839,3
444126,225,540,781,3
444200,270,540,922,3
444281,315,540,839,3
444369,0,540,694,4
444447,45,540,839,4
444530,90,540,781,4
444623,135,540,677,4
444703,180,540,839,4
444787,225,540,781,4
444863,270,540,907,4
444944,315,540,839,4
445032,0,540,694,5
445110,45,540,852,5
445192,90,540,792,5
445286,135,540,661,5
445366,180,540,852,5
445450,225,540,781,5
445524,270,540,922,5
445605,315,540,839,5
445692,0,540,694,6
445770,45,540,852,6
445854,90,540,770,6
445946,135,540,677,6
446027,180,540,839,6
446110,225,540,781,6
446186,270,540,922,6
446266,315,540,827,6
446354,0,540,703,7
446433,45,540,839,7
446516,90,540,770,7
446609,135,540,677,7
446688,180,540,852,7
446772,225,540,781,7
446849,270,540,892,7
446927,315,540,852,7
447016,0,540,685,8
447093,45,540,865,8
447177,90,540,760,8
447269,135,540,677,8
447349,180,540,852,8
447433,225,540,781,8
447510,270,540,907,8
447590,315,540,839,8
447677,0,540,703,9
447756,45,540,839,9
447838,90,540,781,9
447932,135,540,669,9
448011,180,540,865,9
448095,225,540,781,9
448171,270,540,922,9
448250,315,540,839,9
448338,0,540,685,10
448415,45,540,865,10
448499,90,540,770,10
448592,135,540,685,10
448672,180,540,852,10
448755,225,540,792,10
448832,270,540,907,10
448912,315,540,839,10
448999,0,540,703,11
449077,45,540,852,11
449160,90,585,770,11
449253,135,585,677,11
449332,180,585,852,11
449416,225,585,792,11
449492,270,585,892,11
449572,315,585,865,11
449660,0,585,694,12
449738,45,585,852,12
449821,90,585,781,12
449914,135,585,669,12
449993,180,585,852,12
450077,225,585,781,12
450154,270,540,907,12
450234,315,540,827,12
450321,0,540,712,13
450400,45,540,852,13
450483,90,540,781,13
450576,135,540,685,13
450656,180,540,852,13
450746,225,540,703,13
455206,180,0,-103,13
455279,135,0,-969,13
455344,90,0,-1125,13
455418,45,0,-907,13
455485,0,0,-1041,12
455549,315,0,-1196,12
455624,270,0,-937,12
455690,225,0,-1147,12
455752,180,0,-1250,12
455820,135,0,-1081,12
455883,90,0,-1171,12
455956,45,0,-937,12
456023,0,0,-1041,11
456087,315,-585,-1196,11
456162,270,-585,-937,11
456226,225,-585,-1171,11
456289,180,-585,-1250,11
456356,135,-585,-1102,11
456419,90,-585,-1171,11
456493,45,-585,-922,11
456558,0,-585,-1081,10
456624,315,-585,-1147,10
456697,270,-585,-969,10
456762,225,-585,-1147,10
456824,180,-585,-1278,10
456892,135,-585,-1081,10
456954,90,-585,-1196,10
457028,45,-585,-922,10
457094,0,-675,-1061,9
457159,315,-675,-1171,9
457233,270,-675,-953,9
457297,225,-675,-1171,9
457360,180,-675,-1250,9
457426,135,-675,-1125,9
457489,90,-675,-1196,9
457565,45,-675,-907,9
457629,0,-675,-1061,8
457695,315,-675,-1171,8
457768,270,-675,-969,8
457833,225,-675,-1147,8
457895,180,-675,-1278,8
457963,135,-675,-1081,8
458025,90,-675,-1196,8
458099,45,-675,-937,8
458165,0,-675,-1061,7
458230,315,-675,-1147,7
458304,270,-675,-953,7
458369,225,-675,-1171,7
458431,180,-675,-1278,7
458499,135,-675,-1081,7
458561,90,-675,-1196,7
458635,45,-675,-922,7
458700,0,-675,-1061,6
458765,315,-675,-1171,6
458840,270,-675,-937,6
458904,225,-675,-1171,6
458966,180,-675,-1278,6
459033,135,-675,-1102,6
459096,90,-675,-1171,6
459169,45,-675,-922,6
459235,0,-675,-1081,5
459299,315,-675,-1147,5
459373,270,-675,-953,5
459439,225,-675,-1171,5
459500,180,-675,-1308,5
459568,135,-675,-1081,5
459631,90,-675,-1196,5
459703,45,-675,-937,5
459769,0,-675,-1041,4
459834,315,-675,-1171,4
459909,270,-675,-953,4
459972,225,-675,-1196,4
460035,180,-675,-1278,4
460102,135,-675,-1102,4
460165,90,-675,-1171,4
460239,45,-675,-907,4
460304,0,-675,-1102,3
460369,315,-675,-1171,3
460443,270,-675,-953,3
460508,225,-675,-1171,3
460569,180,-675,-1278,3
460638,135,-675,-1081,3
460701,90,-675,-1171,3
460773,45,-675,-953,3
460839,0,-675,-1061,2
460904,315,-675,-1171,2
460979,270,-675,-937,2
461042,225,-675,-1196,2
461105,180,-675,-1278,2
461172,135,-675,-1081,2
461235,90,-675,-1196,2
461308,45,-675,-937,2
461373,0,-675,-1102,1
461440,315,-675,-1125,1
461512,270,-675,-969,1
461577,225,-675,-1171,1
461639,180,-675,-1278,1
461706,135,-675,-1125,1
461769,90,-675,-1171,1
461843,45,-675,-922,1
461908,0,-675,-1061,0
461973,315,-675,-1171,0
462047,270,-675,-953,0
462111,225,-675,-1171,0
462173,180,-675,-1308,0
462240,135,-675,-1081,0
462303,90,-675,-1196,0
462375,45,-675,-937,0
462442,0,-675,-1041,-1
462507,315,-675,-1171,-1
462580,270,-675,-953,-1
462645,225,-675,-1196,-1
462706,180,-675,-1250,-1
462774,135,-675,-1102,-1
462836,90,-675,-1196,-1
462910,45,-675,-937,-1
462974,0,-675,-1081,-2
463040,315,-675,-1147,-2
463114,270,-675,-969,-2
463178,225,-675,-1171,-2
463240,180,-675,-1278,-2
463307,135,-675,-1081,-2
463371,90,-675,-1196,-2
463443,45,-675,-937,-2
463508,0,-675,-1081,-3
463575,315,-675,-1147,-3
463647,270,-675,-969,-3
463712,225,-675,-1196,-3
463774,180,-675,-1250,-3
463841,135,-675,-1102,-3
463903,90,-675,-1196,-3
463976,45,-675,-937,-3
464041,0,-675,-1061,-4
464107,315,-675,-1147,-4
464181,270,-675,-969,-4
464245,225,-675,-1171,-4
464307,180,-675,-1278,-4
464374,135,-675,-1102,-4
464436,90,-675,-1196,-4
464509,45,-675,-937,-4
464575,0,-675,-1061,-5
464641,315,-675,-1171,-5
464713,270,-675,-969,-5
464778,225,-675,-1171,-5
464840,180,-675,-1278,-5
464908,135,-675,-1081,-5
464969,90,-675,-1222,-5
465043,45,-675,-922,-5
465108,0,-675,-1061,-6
465173,315,-675,-1196,-6
465246,270,-675,-953,-6
465311,225,-675,-1171,-6
465373,180,-675,-1278,-6
465439,135,-675,-1125,-6
465502,90,-675,-1196,-6
465575,45,-675,-907,-6
465641,0,-675,-1061,-7
465705,315,-675,-1196,-7
465778,270,-675,-953,-7
465844,225,-675,-1171,-7
465905,180,-675,-1278,-7
465973,135,-675,-1102,-7
466035,90,-675,-1196,-7
466108,45,-675,-937,-7
466173,0,-675,-1061,-8
466238,315,-675,-1171,-8
466312,270,-675,-969,-8
466376,225,-675,-1147,-8
466438,180,-675,-1308,-8
466505,135,-675,-1125,-8
466568,90,-675,-1196,-8
466640,45,-675,-922,-8
466706,0,-675,-1061,-9
466770,315,-675,-1171,-9
466844,270,-675,-969,-9
466909,225,-675,-1171,-9
466970,180,-675,-1308,-9
467038,135,-675,-1102,-9
467100,90,-675,-1196,-9
467173,45,-675,-937,-9
467239,0,-675,-1061,-10
467303,315,-675,-1196,-10
467377,270,-675,-953,-10
467442,225,-675,-1171,-10
467503,180,-675,-1278,-10
467570,135,-675,-1125,-10
467632,90,-675,-1222,-10
467707,45,-675,-892,-10
467771,0,-675,-1102,-11
467835,315,-675,-1171,-11
467910,270,-675,-953,-11
467975,225,-675,-1196,-11
468036,180,-675,-1278,-11
468103,135,-675,-1102,-11
468166,90,-675,-1196,-11
468239,45,-675,-922,-11
468303,0,-675,-1081,-12
468369,315,-675,-1171,-12
468443,270,-675,-953,-12
468507,225,-675,-1196,-12
468569,180,-675,-1278,-12
468635,135,-675,-1125,-12
468698,90,-675,-1196,-12
468772,45,-675,-907,-12
468837,0,-675,-1081,-13
468901,315,-675,-1171,-13
468975,270,-675,-953,-13
469040,225,-675,-1171,-13
469101,180,-675,-1308,-13
469168,135,-675,-1125,-13
469231,90,-675,-1196,-13
469305,45,-675,-907,-13
469368,0,-675,-1125,-14
469434,315,-675,-1125,-14
469508,270,-675,-969,-14
469572,225,-675,-1196,-14
469634,180,-675,-1308,-14
469701,135,-675,-1102,-14
469764,90,-675,-1171,-14
469836,45,-675,-953,-14
469902,0,-675,-1061,-15
469966,315,-675,-1171,-15
470040,270,-675,-953,-15
470105,225,-675,-1196,-15
470166,180,-675,-1308,-15
470234,135,-675,-1102,-15
470296,90,-675,-1196,-15
470369,45,-675,-937,-15
470434,0,-675,-1102,-16
470500,315,-675,-1147,-16
470573,270,-675,-953,-16
470637,225,-675,-1196,-16
470699,180,-675,-1278,-16
470766,135,-675,-1102,-16
470829,90,-675,-1196,-16
470901,45,-675,-937,-16
470967,0,-675,-1081,-17
471031,315,-675,-1147,-17
471105,270,-675,-969,-17
471170,225,-675,-1196,-17
471231,180,-675,-1250,-17
471299,135,-675,-1102,-17
471361,90,-675,-1196,-17
471434,45,-675,-937,-17
471498,0,-675,-1102,-18
471565,315,-675,-1147,-18
471638,270,-675,-969,-18
471701,225,-675,-1196,-18
471763,180,-675,-1278,-18
471830,135,-675,-1102,-18
471894,90,-675,-1196,-18
471966,45,-675,-937,-18
472031,0,-675,-1081,-19
472096,315,-675,-1147,-19
472169,270,-675,-969,-19
472233,225,-675,-1171,-19
472295,180,-675,-1278,-19
472363,135,-675,-1102,-19
472425,90,-675,-1222,-19
472498,45,-675,-937,-19
472563,0,-675,-1061,-20
472629,315,-675,-1171,-20
472701,270,-675,-969,-20
472766,225,-675,-1171,-20
472827,180,-675,-1278,-20
472895,135,-675,-1102,-20
472957,90,-675,-1196,-20
473030,45,-675,-937,-20
473095,0,-675,-1081,-21
473161,315,-675,-1147,-21
473233,270,-675,-986,-21
473297,225,-675,-1171,-21
473360,180,-675,-1278,-21
473427,135,-675,-1081,-21
473489,90,-675,-1222,-21
473562,45,-675,-953,-21
473628,0,-675,-1041,-22
473693,315,-675,-1171,-22
473765,270,-675,-969,-22
473830,225,-675,-1196,-22
473891,180,-675,-1278,-22
473959,135,-675,-1102,-22
474020,90,-675,-1222,-22
474094,45,-675,-922,-22
474160,0,-675,-1061,-23
474224,315,-675,-1171,-23
474297,270,-675,-969,-23
474361,225,-675,-1171,-23
474424,180,-675,-1308,-23
474490,135,-675,-1125,-23
474552,90,-675,-1222,-23
474626,45,-675,-922,-23
474691,0,-675,-1061,-24
474756,315,-675,-1171,-24
474829,270,-675,-969,-24
474894,225,-675,-1196,-24
474954,180,-675,-1278,-24
475022,135,-675,-1102,-24
475083,90,-675,-1222,-24
475156,45,-720,-937,-24
475223,0,-720,-1061,-25
475287,315,-720,-1196,-25
475360,270,-720,-969,-25
475424,225,-720,-1171,-25
475486,180,-720,-1278,-25
475552,135,-720,-1125,-25
475615,90,-720,-1222,-25
475688,45,-720,-922,-25
475754,0,-720,-1081,-26
475819,315,-720,-1171,-26
475891,270,-720,-969,-26
475956,225,-720,-1171,-26
476017,180,-720,-1278,-26
476084,135,-720,-1125,-26
476147,90,-675,-1171,-26
476220,45,-675,-953,-26
476284,0,-675,-1102,-27
476349,315,-675,-1171,-27
476423,270,-675,-969,-27
476487,225,-675,-1171,-27
476549,180,-675,-1278,-27
476615,135,-675,-1125,-27
476678,90,-675,-1196,-27
476750,45,-675,-937,-27
476815,0,-675,-1081,-28
476880,315,-675,-1147,-28
476953,270,-675,-969,-28
477019,225,-675,-1171,-28
477079,180,-675,-1308,-28
477147,135,-675,-1102,-28
477209,90,-675,-1196,-28
477282,45,-675,-922,-28
477346,0,-675,-1102,-29
477412,315,-675,-1171,-29
477486,270,-675,-969,-29
477549,225,-675,-1196,-29
477611,180,-675,-1278,-29
477678,135,-675,-1125,-29
477740,90,-675,-1222,-29
